Method,Parcellation,Density,Feature,Region,Control_normalized,Gifted_normalized,Diff_gifted_minus_controls
MIND,aparc,0.03,Node Strength,lh_frontalpole,0.011837851993614774,0.04928070876579124,0.03744285677217647
MIND,aparc,0.03,Node Strength,lh_fusiform,0.11423751979328417,0.1067831665856526,-0.0074543532076315755
MIND,aparc,0.03,Node Strength,lh_inferiorparietal,0.13859466625037256,0.2914421225546393,0.15284745630426674
MIND,aparc,0.03,Node Strength,lh_inferiortemporal,0.18302902728536793,0.20531232828747187,0.022283301002103933
MIND,aparc,0.03,Node Strength,lh_insula,0.07292397219052928,0.07444232653538391,0.0015183543448546305
MIND,aparc,0.03,Node Strength,lh_isthmuscingulate,0.02074273987326518,0.07083677986457883,0.05009403999131365
MIND,aparc,0.03,Node Strength,lh_lateraloccipital,0.0494624891305665,0.17943907605866613,0.12997658692809963
MIND,aparc,0.03,Node Strength,lh_lateralorbitofrontal,0.028327812491224392,0.026106857540954067,-0.002220954950270325
MIND,aparc,0.03,Node Strength,lh_lingual,0.07485162832051037,0.07885223887456147,0.004000610554051098
MIND,aparc,0.03,Node Strength,lh_medialorbitofrontal,0.01858368588652906,0.017916731360171967,-0.0006669545263570942
MIND,aparc,0.03,Node Strength,lh_middletemporal,0.04827450158225673,0.12716233567312385,0.07888783409086711
MIND,aparc,0.03,Node Strength,lh_paracentral,0.015599624037279955,0.02214449311536205,0.006544869078082096
MIND,aparc,0.03,Node Strength,lh_parahippocampal,0.012053848522567688,0.010592041952453944,-0.001461806570113744
MIND,aparc,0.03,Node Strength,lh_parsopercularis,0.029007682554566764,0.029520174823221865,0.0005124922686551014
MIND,aparc,0.03,Node Strength,lh_parsorbitalis,0.09571276227718037,0.05790926247276161,-0.03780349980441876
MIND,aparc,0.03,Node Strength,lh_parstriangularis,0.023505816800581406,0.022569856205225825,-0.0009359605953555804
MIND,aparc,0.03,Node Strength,lh_pericalcarine,0.06245900378959171,0.019755776795505005,-0.042703226994086706
MIND,aparc,0.03,Node Strength,lh_postcentral,0.03959568405789888,0.11541239408385663,0.07581671002595775
MIND,aparc,0.03,Node Strength,lh_posteriorcingulate,0.07823786139257292,0.07692314755402331,-0.0013147138385496138
MIND,aparc,0.03,Node Strength,lh_precentral,0.2623171381088381,0.2035724550840343,-0.05874468302480382
MIND,aparc,0.03,Node Strength,lh_precuneus,0.17076608154527317,0.12765366613611406,-0.04311241540915911
